state,electorate,site_id,latitude,longitude,legs,description,layout_1,layout_1_enter,layout_2,layout_2_enter,layout_3,layout_3_enter,layout_4,layout_4_enter,layout_5,layout_5_enter,layout_6,layout_6_enter,leg1-2,leg1-3,leg1-4,leg1-5,leg1-6,leg2-1,leg2-3,leg2-4,leg2-5,leg2-6,leg3-1,leg3-2,leg3-4,leg3-5,leg3-6,leg4-1,leg4-2,leg4-3,leg4-5,leg4-6,leg5-1,leg5-2,leg5-3,leg5-4,leg5-6,leg6-1,leg6-2,leg6-3,leg6-4,leg6-5,leg1_enter,leg1_exit,leg1_total,leg2_enter,leg2_exit,leg2_total,leg3_enter,leg3_exit,leg3_total,leg4_enter,leg4_exit,leg4_total,leg5_enter,leg5_exit,leg5_total,leg6_enter,leg6_exit,leg6_total,female,male,not known,total,year,7:00 AM,7:15 AM,7:30 AM,7:45 AM,8:00 AM,8:15 AM,8:30 AM,8:45 AM,location,geolocation
VIC,Melbourne,4412,-37.799747,144.957474,4,"Royal Pde [N], Grattan St [E], Royal Pde (city) [S], Grattan St [W]",6,186,98,278,185,5,278,98,,,,,90,674,40,,,20,6,56,,,38,3,2,,,21,137,6,,,,,,,,,,,,,804,79,883,82,230,312,43,686,729,164,98,262,,,,,,,,,1093,1093,2012,,,,,,,,,POINT (144.957474 -37.799747),"-37.799747, 144.957474"
VIC,Melbourne,4409,-37.795421,144.93885,5,"Boundary Rd [N], Canning St [E], Macaulay Rd [SE], Boundary Rd [S], Macaulay Rd [W]",8,188,98,278,140,320,188,8,278,98,,,0,0,3,0,,0,0,0,3,,2,0,0,10,,0,0,0,0,,2,24,136,5,,,,,,,3,4,7,3,24,27,12,136,148,0,8,8,167,13,180,,,,0,0,185,185,2014,,,,,,,,,POINT (144.93885 -37.795421),"-37.795421, 144.93885"
VIC,Melbourne,6554,-37.825963,144.960053,4,,12,192,43,223,158,338,222,42,,,,,0,57,15,,,3,3,22,,,65,8,1,,,21,25,1,,,,,,,,,,,,,72,89,161,28,33,61,74,61,135,47,38,85,,,,,,,52,168,1,221,2015,8,18,21,31,41,37,30,35,POINT (144.960053 -37.825963),"-37.825963, 144.960053"
VIC,Melbourne,4406,-37.794117,144.927689,4,"McCracken St [N], Macaulay Rd [E], Kensington Rd [SW], Epsom [NW]",0,180,98,278,233,53,323,143,,,,,0,2,2,,,0,5,2,,,6,21,1,,,1,51,3,,,,,,,,,,,,,4,7,11,7,72,79,28,10,38,55,5,60,,,,,,,26,68,0,94,2015,10,6,8,12,8,12,26,12,POINT (144.927689 -37.79411700000001),"-37.794117, 144.927689"
VIC,Melbourne,4416,-37.808155,144.968765,4,"Exhibition St [N], La Trobe St [E], Exhibition St [S], La Trobe St [W]",6,186,70,250,160,340,250,70,,,,,1,542,349,,,3,13,123,,,26,8,14,,,12,36,77,,,,,,,,,,,,,892,41,933,139,45,184,48,632,680,125,486,611,,,,,,,371,826,7,1204,2015,47,66,105,156,204,223,208,195,POINT (144.968765 -37.808155),"-37.808155, 144.968765"
VIC,Melbourne,4425,-37.811039,144.958847,4,"La Trobe towards Exhibition St [E], Queen St [S], La Trobe St [W], Queen St [N]",70,250,160,340,250,70,340,160,,,,,55,257,19,,,2,2,21,,,218,31,4,,,4,58,6,,,,,,,,,,,,,331,224,555,25,144,169,253,265,518,68,44,112,,,,,,,198,478,1,677,2015,45,35,69,94,123,141,99,71,POINT (144.958847 -37.811039),"-37.811039, 144.958847"
VIC,Melbourne,4442,-37.821009,144.947427,4,"Collins St (city) [E], Harbour Esp [S], Collins St [W], Harbour Esp [N]",70,250,168,348,250,70,345,165,,,,,16,15,6,,,27,5,244,,,14,3,1,,,102,678,13,,,,,,,,,,,,,37,143,180,276,697,973,18,33,51,793,251,1044,,,,,,,263,858,3,1124,2015,80,99,118,164,178,161,195,129,POINT (144.947427 -37.821009),"-37.821009, 144.947427"
VIC,Melbourne,4448,-37.823795,144.947479,3,"Capital City Trail [E], Path to marina [S], Webb Bridge [N]",100,280,190,10,345,165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78,331,2,411,2016,36,40,58,82,49,28,60,58,POINT (144.947479 -37.823795000000004),"-37.823795, 144.947479"
VIC,Melbourne,4985,-37.787695,144.925278,4,"Clarence St [N], Racecourse Rd [E], Smithfield Rd [SW], Racecourse Rd [W]",8,188,98,278,233,53,277,97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,43,5,65,2016,6,5,12,6,12,13,8,3,POINT (144.925278 -37.787695),"-37.787695, 144.925278"
VIC,Melbourne,4411,-37.796627,144.951172,4,"Gatehouse St [NE], Flemington Rd [SE], Harker St [SW], Flemington Rd [NW]",45,225,135,315,225,45,315,135,,,,,33,72,5,,,8,4,36,,,26,19,6,,,25,360,2,,,,,,,,,,,,,110,59,169,48,412,460,51,78,129,387,47,434,,,,,,,205,381,10,596,2017,39,72,0,69,78,105,134,99,POINT (144.951172 -37.796627),"-37.796627, 144.951172"
VIC,Melbourne,4423,-37.810334,144.961361,4,"La Trobe towards Exhibition St [E], Elizabeth St [S], La Trobe St [W], Elizabeth St [N]",70,250,160,340,250,70,340,160,,,,,67,420,13,,,1,4,39,,,178,29,7,,,18,235,18,,,,,,,,,,,,,500,197,697,44,331,375,214,442,656,271,59,330,,,,,,,283,743,3,1029,2017,46,70,90,122,161,175,187,178,POINT (144.961361 -37.810334),"-37.810334, 144.961361"
VIC,Melbourne,4430,-37.81321,144.951431,4,"La Trobe St [E], Spencer St [S], La Trobe St [W], Spencer St [N]",70,250,160,340,250,70,340,160,,,,,17,195,5,,,15,4,30,,,355,30,0,,,4,50,5,,,,,,,,,,,,,217,374,591,49,97,146,385,204,589,59,35,94,,,,,,,165,545,0,710,2017,45,41,86,89,115,110,110,114,POINT (144.951431 -37.81321),"-37.81321, 144.951431"
VIC,Melbourne,4442,-37.821009,144.947427,4,"Collins St (city) [E], Harbour Esp [S], Collins St [W], Harbour Esp [N]",70,250,168,348,250,70,345,165,,,,,25,7,5,,,17,2,235,,,11,0,1,,,127,640,5,,,,,,,,,,,,,37,155,192,254,665,919,12,14,26,772,241,1013,,,,,,,245,827,3,1075,2017,66,99,113,144,191,161,168,133,POINT (144.947427 -37.821009),"-37.821009, 144.947427"
VIC,Melbourne,4445,-37.823025,144.97644,2,"Upstream direction [SE], Capital City Trail [NW]",143,323,323,143,,,,,,,,,427,,,,,119,,,,,,,,,,,,,,,,,,,,,,,,,427,119,546,119,427,546,,,,,,,,,,,,,141,404,1,546,2017,63,23,103,35,132,34,129,27,POINT (144.97644 -37.823025),"-37.823025, 144.97644"
VIC,Melbourne,4431,-37.813323,144.973964,4,"MacArthur St dogleg [NE], Spring St [S], Collins St [W], Spring St [N]",23,203,160,340,250,70,340,160,,,,,102,352,2,,,7,11,64,,,23,2,12,,,1,66,12,,,,,,,,,,,,,456,31,487,82,170,252,37,375,412,79,78,157,,,,,,,,,654,654,2010,,,,,,,,,POINT (144.973964 -37.813323),"-37.813323, 144.973964"
VIC,Melbourne,4454,-37.78757,144.939982,4,"Capital City Trail Ramp [NE], Flemington Rd [SE], Capital City Trail [SW], Mt Alexander Rd [N]",64,244,138,318,235,55,340,160,,,,,1,167,1,0,,0,3,3,7,,43,1,10,12,,15,9,131,1,,11,181,41,3,,,,,,,169,69,238,13,192,205,66,342,408,156,17,173,236,20,256,,,,,,640,640,2010,,,,,,,,,POINT (144.939982 -37.78757),"-37.78757, 144.939982"
VIC,Melbourne,4426,-37.811378,144.973053,3,"Spring St [S], Bourke St [W], Spring St [N]",160,340,250,70,340,160,,,,,,,0,66,,,,6,9,,,,127,76,,,,,,,,,,,,,,,,,,,66,133,199,15,76,91,203,75,278,,,,,,,,,,,,284,284,2010,,,,,,,,,POINT (144.973053 -37.811378),"-37.811378, 144.973053"
VIC,Melbourne,4442,-37.821009,144.947427,4,"Collins St (city) [E], Harbour Esp [S], Collins St [W], Harbour Esp [N]",70,250,168,348,250,70,345,165,,,,,16,24,21,,,6,3,126,,,9,3,3,,,111,331,18,,,,,,,,,,,,,61,126,187,135,350,485,15,45,60,460,150,610,,,,,,,,,671,671,2010,,,,,,,,,POINT (144.947427 -37.821009),"-37.821009, 144.947427"
VIC,Melbourne,4413,-37.800289,144.943954,4,"Arden St towards Curzon St [E], Drvyburgh St [S], Arden St [W], Macaulay Rd [NW]",98,278,188,8,278,98,320,140,,,,,0,25,2,,,3,0,5,,,134,9,3,,,97,31,3,,,,,,,,,,,,,27,234,261,8,40,48,146,28,174,131,10,141,,,,,,,,,312,312,2011,,,,,,,,,POINT (144.943954 -37.800289),"-37.800289, 144.943954"
VIC,Melbourne,4439,-37.819073,144.954158,4,"Collins St towards Collins St [E], Spencer St [S], Collins St [W], Spencer St [N]",70,250,160,340,250,70,340,160,,,,,5,51,6,,,18,6,68,,,102,25,4,,,2,47,6,,,,,,,,,,,,,62,122,184,92,77,169,131,63,194,55,78,133,,,,,,,,,340,340,2011,,,,,,,,,POINT (144.954158 -37.819073),"-37.819073, 144.954158"
VIC,Melbourne,4440,-37.81992,144.96138,4,"Banana Alley [E], Queensbridge St [S], William St [W], Market St [N]",70,250,180,360,250,70,350,170,,,,,36,28,178,,,14,73,178,,,9,37,2,,,8,68,4,,,,,,,,,,,,,242,31,273,265,141,406,48,105,153,80,358,438,,,,,,,,,635,635,2011,,,,,,,,,POINT (144.96138 -37.81992),"-37.81992, 144.96138"
VIC,Melbourne,4444,-37.822382,144.947632,5,"Path to McCrae St [E], Jim Stynes Bridge [SE], Webb Bridge [S], Navigation Drive [W], Harbour Esp [N]",86,266,150,330,175,355,281,101,348,168,,,,3,2,10,,,,,,,0,,35,46,,0,,0,55,,19,,22,298,,,,,,,15,19,34,,,,81,25,106,55,335,390,339,111,450,,,,,,490,490,2011,,,,,,,,,POINT (144.947632 -37.822382),"-37.822382, 144.947632"
VIC,Melbourne,4421,-37.809612,144.963791,4,"La Trobe St [E], Swanston St (city) [S], La Trobe St [W], Swanston St [N]",70,250,160,340,250,70,340,160,,,,,16,219,5,,,9,1,103,,,85,18,4,,,4,278,16,,,,,,,,,,,,,240,98,338,113,312,425,107,236,343,298,112,410,,,,,,,,,758,758,2012,,,,,,,,,POINT (144.963791 -37.809612),"-37.809612, 144.963791"
VIC,Melbourne,4443,-37.8211,144.955046,4,"Flinders St towards Spring St [E], Spencer St [S], Flinders St [W], Spencer St [N]",70,250,162,342,250,70,342,162,,,,,5,16,3,,,9,25,107,,,15,2,4,,,1,40,14,,,,,,,,,,,,,24,25,49,141,47,188,21,55,76,55,114,169,,,,,,,,,241,241,2012,,,,,,,,,POINT (144.955046 -37.8211),"-37.8211, 144.955046"
VIC,Melbourne,4454,-37.78757,144.939982,4,"Capital City Trail Ramp [NE], Flemington Rd [SE], Capital City Trail [SW], Mt Alexander Rd [N]",64,244,138,318,235,55,340,160,,,,,0,0,0,0,,0,0,0,0,,1,0,17,14,,13,80,185,0,,1,58,8,1,,,,,,,0,15,15,0,138,138,32,193,225,278,18,296,68,14,82,,,,,,378,378,2012,,,,,,,,,POINT (144.939982 -37.78757),"-37.78757, 144.939982"
VIC,Melbourne,4983,-37.810411,144.983541,4,"Clarendon St [N], Albert St [E], Clarendon St [S], Albert St [W]",7,187,98,278,187,7,279,99,,,,,4,179,100,,,0,3,181,,,28,1,104,,,2,41,72,,,,,,,,,,,,,283,30,313,184,46,230,133,254,387,115,385,500,,,,,,,,,715,715,2012,,,,,,,,,POINT (144.983541 -37.810411),"-37.810411, 144.983541"
VIC,Melbourne,4407,-37.79454,144.930987,4,"Macaulay Rd - east end [E], Eastwood St [S], Macaulay Rd [W], Eastwood St/Rankins Rd [N]",98,278,161,341,278,98,350,170,,,,,0,11,0,,,0,3,1,,,117,13,8,,,75,26,4,,,,,,,,,,,,,11,192,203,4,39,43,138,18,156,105,9,114,,,,,,,,,258,258,2013,,,,,,,,,POINT (144.93098700000002 -37.79454),"-37.79454, 144.930987"
VIC,Melbourne,4409,-37.795421,144.93885,5,"Boundary Rd [N], Canning St [E], Macaulay Rd [SE], Boundary Rd [S], Macaulay Rd [W]",8,188,98,278,140,320,188,8,278,98,,,0,3,1,2,,0,0,0,1,,3,0,0,13,,2,0,0,1,,5,21,162,1,,,,,,,6,10,16,1,21,22,16,165,181,3,2,5,189,17,206,,,,,,215,215,2013,,,,,,,,,POINT (144.93885 -37.795421),"-37.795421, 144.93885"
VIC,Melbourne,4444,-37.822382,144.947632,5,"Path to McCrae St [E], Jim Stynes Bridge [SE], Webb Bridge [S], Navigation Drive [W], Harbour Esp [N]",86,266,150,330,175,355,281,101,348,168,,,,547,96,0,,,,,,,128,,226,5,,11,,41,0,,0,,5,0,,,,,,,643,139,782,,,,359,593,952,52,322,374,5,5,10,,,,,,1059,1059,2013,,,,,,,,,POINT (144.947632 -37.822382),"-37.822382, 144.947632"
VIC,Melbourne,4984,-37.788788,144.936034,4,"Carpark entrance opposite Stubbs St [N], Racecourse Rd [E], Stubbs St [S], Racecourse Rd [W]",7,187,98,278,189,9,278,98,,,,,0,2,2,,,0,7,39,,,0,14,2,,,0,120,7,,,,,,,,,,,,,4,0,4,46,134,180,16,16,32,127,43,170,,,,,,,,,193,193,2013,,,,,,,,,POINT (144.936034 -37.788788),"-37.788788, 144.936034"
VIC,Melbourne,4412,-37.799747,144.957474,4,"Royal Pde [N], Grattan St [E], Royal Pde (city) [S], Grattan St [W]",6,186,98,278,185,5,278,98,,,,,131,860,18,,,35,2,49,,,39,5,1,,,42,140,2,,,,,,,,,,,,,1009,116,1125,86,276,362,45,864,909,184,68,252,,,,,,,0,0,1324,1324,2014,,,,,,,,,POINT (144.957474 -37.799747),"-37.799747, 144.957474"
VIC,Melbourne,4413,-37.800289,144.943954,4,"Arden St towards Curzon St [E], Drvyburgh St [S], Arden St [W], Macaulay Rd [NW]",98,278,188,8,278,98,320,140,,,,,0,22,4,,,0,1,15,,,217,8,7,,,95,40,3,,,,,,,,,,,,,26,312,338,16,48,64,232,26,258,138,26,164,,,,,,,0,0,412,412,2014,,,,,,,,,POINT (144.943954 -37.800289),"-37.800289, 144.943954"
VIC,Melbourne,4430,-37.81321,144.951431,4,"La Trobe St [E], Spencer St [S], La Trobe St [W], Spencer St [N]",70,250,160,340,250,70,340,160,,,,,6,162,5,,,23,5,26,,,307,33,5,,,7,30,6,,,,,,,,,,,,,173,337,510,54,69,123,345,173,518,43,36,79,,,,,,,0,0,615,615,2014,,,,,,,,,POINT (144.951431 -37.81321),"-37.81321, 144.951431"
VIC,Melbourne,4447,-37.823317,144.970126,4,"Linlithgow Ave [E], St Kilda Rd [S], Southbank Blvd [W], St Kilda Rd [N]",70,250,160,340,250,70,340,160,,,,,10,65,30,,,2,24,689,,,10,11,52,,,10,414,104,,,,,,,,,,,,,105,22,127,715,435,1150,73,193,266,528,771,1299,,,,,,,378,1043,0,1421,2014,,,,,,,,,POINT (144.970126 -37.823317),"-37.823317, 144.970126"
VIC,Melbourne,4405,-37.793993,144.941956,3,"Melrose St [N], Melrose St [S], Mark St [W]",8,188,188,8,278,98,,,,,,,12,2,,,,7,0,,,,3,0,,,,,,,,,,,,,,,,,,,14,10,24,7,12,19,3,2,5,,,,,,,,,,9,15,0,24,2015,4,3,2,5,0,3,2,5,POINT (144.941956 -37.793993),"-37.793993, 144.941956"
VIC,Melbourne,4407,-37.79454,144.930987,4,"Macaulay Rd - east end [E], Eastwood St [S], Macaulay Rd [W], Eastwood St/Rankins Rd [N]",98,278,161,341,278,98,350,170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,127,0,173,2016,11,25,19,22,25,32,28,11,POINT (144.93098700000002 -37.79454),"-37.79454, 144.930987"
VIC,Melbourne,4426,-37.811378,144.973053,3,"Spring St [S], Bourke St [W], Spring St [N]",160,340,250,70,340,160,,,,,,,7,50,,,,15,19,,,,167,80,,,,,,,,,,,,,,,,,,,57,182,239,34,87,121,247,69,316,,,,,,,,,,109,225,4,338,2015,15,16,33,46,49,58,61,60,POINT (144.973053 -37.811378),"-37.811378, 144.973053"
VIC,Melbourne,4433,-37.815089,144.944713,3,"La Trobe [E], Capital City Trail/Harbour Esp [S], Capital City Trail/Harbour Esp [N]",70,250,161,341,341,161,,,,,,,98,32,,,,56,136,,,,409,1171,,,,,,,,,,,,,,,,,,,130,465,595,192,1269,1461,1580,168,1748,,,,,,,,,,410,1492,0,1902,2015,118,148,199,285,301,338,312,201,POINT (144.944713 -37.815089),"-37.815089, 144.944713"
VIC,Melbourne,4444,-37.822382,144.947632,5,"Path to McCrae St [E], Jim Stynes Bridge [SE], Webb Bridge [S], Navigation Drive [W], Harbour Esp [N]",86,266,150,330,175,355,281,101,348,168,,,,0,2,0,,,,,,,4,,124,180,,3,,10,50,,4,,386,262,,,,,,,2,11,13,,,,308,396,704,63,388,451,652,230,882,,,,215,810,0,1025,2015,64,86,108,162,163,166,152,124,POINT (144.947632 -37.822382),"-37.822382, 144.947632"
VIC,Melbourne,4413,-37.800289,144.943954,4,"Arden St towards Curzon St [E], Drvyburgh St [S], Arden St [W], Macaulay Rd [NW]",98,278,188,8,278,98,320,140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82,250,4,336,2016,18,24,41,47,45,50,63,48,POINT (144.943954 -37.800289),"-37.800289, 144.943954"
VIC,Melbourne,4445,-37.823025,144.97644,2,"Upstream direction [SE], Capital City Trail [NW]",143,323,323,143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,255,783,0,1038,2016,57,102,123,142,191,177,155,91,POINT (144.97644 -37.823025),"-37.823025, 144.97644"
VIC,Melbourne,4446,-37.823105,144.977808,2,"Upstream direction [SE], Capital City Trail [NW]",143,323,323,143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,239,864,5,1108,2016,57,109,143,162,172,192,149,124,POINT (144.977808 -37.823105),"-37.823105, 144.977808"
VIC,Melbourne,4406,-37.794117,144.927689,4,"McCracken St [N], Macaulay Rd [E], Kensington Rd [SW], Epsom [NW]",0,180,98,278,233,53,323,143,,,,,4,3,0,,,0,8,5,,,1,26,2,,,5,56,4,,,,,,,,,,,,,7,6,13,13,86,99,29,15,44,65,7,72,,,,,,,36,78,0,114,2017,9,8,15,17,14,16,17,18,POINT (144.927689 -37.79411700000001),"-37.794117, 144.927689"
VIC,Melbourne,4408,-37.795096,144.935852,4,"Upstream direction [N], Macaulay Rd [E], Moonee Ponds Crk Trail [S], Macaulay Rd [W]",7,187,98,278,180,0,278,98,,,,,6,763,1,,,2,7,23,,,79,5,18,,,14,196,78,,,,,,,,,,,,,770,95,865,32,207,239,102,848,950,288,42,330,,,,,,,319,869,4,1192,2017,95,102,181,159,185,189,163,118,POINT (144.935852 -37.795096),"-37.795096, 144.935852"
VIC,Melbourne,4418,-37.809248,144.972971,4,"Nicholson St [N], Albert St [E], Nicholson St [S], Lonsdale St [W]",8,188,98,278,188,8,250,70,,,,,25,121,14,,,27,48,180,,,19,3,3,,,4,28,0,,,,,,,,,,,,,160,50,210,255,56,311,25,169,194,32,197,229,,,,,,,145,327,0,472,2017,30,32,50,49,81,79,88,63,POINT (144.972971 -37.809248),"-37.809248, 144.972971"
VIC,Melbourne,4983,-37.810411,144.983541,4,"Clarendon St [N], Albert St [E], Clarendon St [S], Albert St [W]",7,187,98,278,187,7,279,99,,,,,33,511,187,,,12,18,291,,,77,3,94,,,11,46,81,,,,,,,,,,,,,731,100,831,321,82,403,174,610,784,138,572,710,,,,,,,443,919,2,1364,2017,54,166,146,143,210,212,258,175,POINT (144.983541 -37.810411),"-37.810411, 144.983541"
VIC,Melbourne,4984,-37.788788,144.936034,4,"Carpark entrance opposite Stubbs St [N], Racecourse Rd [E], Stubbs St [S], Racecourse Rd [W]",7,187,98,278,189,9,278,98,,,,,0,5,3,,,0,9,45,,,2,9,0,,,1,100,4,,,,,,,,,,,,,8,3,11,54,109,163,11,18,29,105,48,153,,,,,,,52,125,1,178,2017,0,0,23,29,36,30,32,28,POINT (144.936034 -37.788788),"-37.788788, 144.936034"
VIC,Melbourne,4427,-37.811749,144.956451,4,"La Trobe towards Exhibition St [E], William St [S], La Trobe St [W], William St [N]",70,250,160,340,250,70,340,160,,,,,27,89,0,,,8,13,19,,,120,31,6,,,17,240,33,,,,,,,,,,,,,116,145,261,40,298,338,157,135,292,290,25,315,,,,,,,,,603,603,2010,,,,,,,,,POINT (144.956451 -37.811749000000006),"-37.811749, 144.956451"
VIC,Melbourne,4433,-37.815089,144.944713,3,"La Trobe [E], Capital City Trail/Harbour Esp [S], Capital City Trail/Harbour Esp [N]",70,250,161,341,341,161,,,,,,,55,17,,,,31,96,,,,191,669,,,,,,,,,,,,,,,,,,,72,222,294,127,724,851,860,113,973,,,,,,,,,,,,1059,1059,2010,,,,,,,,,POINT (144.944713 -37.815089),"-37.815089, 144.944713"
VIC,Melbourne,4450,-37.825213,144.957006,5,"Whiteman St [NE], Clarendon St [S], Whiteman St [SW], Normanby Rd/Trail [SW], Clarendon St [N]",50,230,160,340,213,33,236,56,340,160,,,0,,12,8,,2,,3,230,,,,,,,11,2,,318,,19,78,,79,,,,,,,20,32,52,235,80,315,,,,331,94,425,176,556,732,,,,,,762,762,2010,,,,,,,,,POINT (144.957006 -37.825213),"-37.825213, 144.957006"
VIC,Melbourne,4399,-37.787979,144.959,2,"Royal Pde/shared path [N], Royal Pde/shared path [S]",5,185,186,6,,,,,,,,,947,,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,947,30,977,30,947,977,,,,,,,,,,,,,,,977,977,2011,,,,,,,,,POINT (144.959 -37.787979),"-37.787979, 144.959"
VIC,Melbourne,4411,-37.796627,144.951172,4,"Gatehouse St [NE], Flemington Rd [SE], Harker St [SW], Flemington Rd [NW]",45,225,135,315,225,45,315,135,,,,,3,27,3,,,9,1,29,,,17,13,0,,,17,249,7,,,,,,,,,,,,,33,43,76,39,265,304,30,35,65,273,32,305,,,,,,,,,375,375,2011,,,,,,,,,POINT (144.951172 -37.796627),"-37.796627, 144.951172"
VIC,Melbourne,4416,-37.808155,144.968765,4,"Exhibition St [N], La Trobe St [E], Exhibition St [S], La Trobe St [W]",6,186,70,250,160,340,250,70,,,,,2,360,112,,,0,9,103,,,17,2,4,,,5,17,19,,,,,,,,,,,,,474,22,496,112,21,133,23,388,411,41,219,260,,,,,,,,,650,650,2011,,,,,,,,,POINT (144.968765 -37.808155),"-37.808155, 144.968765"
VIC,Melbourne,4420,-37.809547,144.975632,4,"Gisborne St [N], Albert St [E], Gisborne St [S], Albert St (city) [W]",8,188,98,278,188,8,278,98,,,,,3,346,66,,,29,87,200,,,25,8,0,,,3,35,9,,,,,,,,,,,,,415,57,472,316,46,362,33,442,475,47,266,313,,,,,,,,,811,811,2011,,,,,,,,,POINT (144.975632 -37.809547),"-37.809547, 144.975632"
VIC,Melbourne,4448,-37.823795,144.947479,3,"Capital City Trail [E], Path to marina [S], Webb Bridge [N]",100,280,190,10,345,165,,,,,,,29,160,,,,18,19,,,,194,94,,,,,,,,,,,,,,,,,,,189,212,401,37,123,160,288,179,467,,,,,,,,,,,,514,514,2011,,,,,,,,,POINT (144.947479 -37.823795000000004),"-37.823795, 144.947479"
VIC,Melbourne,4984,-37.788788,144.936034,4,"Carpark entrance opposite Stubbs St [N], Racecourse Rd [E], Stubbs St [S], Racecourse Rd [W]",7,187,98,278,189,9,278,98,,,,,0,0,1,,,0,5,25,,,0,9,0,,,0,88,5,,,,,,,,,,,,,1,0,1,30,97,127,9,10,19,93,26,119,,,,,,,,,133,133,2011,,,,,,,,,POINT (144.936034 -37.788788),"-37.788788, 144.936034"
VIC,Melbourne,4405,-37.793993,144.941956,3,"Melrose St [N], Melrose St [S], Mark St [W]",8,188,188,8,278,98,,,,,,,13,2,,,,11,1,,,,0,4,,,,,,,,,,,,,,,,,,,15,11,26,12,17,29,4,3,7,,,,,,,,,,,,31,31,2012,,,,,,,,,POINT (144.941956 -37.793993),"-37.793993, 144.941956"
VIC,Melbourne,4417,-37.808903,144.966278,4,"La Trobe St [E], Russell St (city) [S], La Trobe St [W], Russell St [N]",70,250,160,340,250,70,340,160,,,,,18,286,8,,,3,4,21,,,67,32,1,,,3,67,29,,,,,,,,,,,,,312,73,385,28,117,145,100,319,419,99,30,129,,,,,,,,,539,539,2013,,,,,,,,,POINT (144.966278 -37.808903),"-37.808903, 144.966278"
VIC,Melbourne,4408,-37.795096,144.935852,4,"Upstream direction [N], Macaulay Rd [E], Moonee Ponds Crk Trail [S], Macaulay Rd [W]",7,187,98,278,180,360,278,98,,,,,5,569,4,,,3,3,12,,,49,1,3,,,8,165,66,,,,,,,,,,,,,578,60,638,18,171,189,53,638,691,239,19,258,,,,,,,173,660,55,888,2014,,,,,,,,,POINT (144.935852 -37.795096),"-37.795096, 144.935852"
VIC,Melbourne,4426,-37.811378,144.973053,3,"Spring St [S], Bourke St [W], Spring St [N]",160,340,250,70,340,160,,,,,,,8,46,,,,8,12,,,,148,79,,,,,,,,,,,,,,,,,,,54,156,210,20,87,107,227,58,285,,,,,,,,,,0,0,301,301,2014,,,,,,,,,POINT (144.973053 -37.811378),"-37.811378, 144.973053"
VIC,Melbourne,4439,-37.819073,144.954158,4,"Collins St towards Collins St [E], Spencer St [S], Collins St [W], Spencer St [N]",70,250,160,340,250,70,340,160,,,,,17,51,4,,,17,12,94,,,114,23,3,,,1,42,6,,,,,,,,,,,,,72,132,204,123,82,205,140,69,209,49,101,150,,,,,,,0,0,384,384,2014,,,,,,,,,POINT (144.954158 -37.819073),"-37.819073, 144.954158"
VIC,Melbourne,4441,-37.820346,144.957546,4,"Flinders St towards Spring St [E], King St [S], Flinders St [W], King St [N]",70,250,160,340,250,70,340,160,,,,,6,43,16,,,10,0,69,,,19,1,1,,,3,4,0,,,,,,,,,,,,,65,32,97,79,11,90,21,43,64,7,86,93,,,,,,,0,0,172,172,2014,,,,,,,,,POINT (144.957546 -37.820346),"-37.820346, 144.957546"
VIC,Melbourne,4446,-37.823105,144.977808,2,"Upstream direction [SE], Capital City Trail [NW]",143,323,323,143,,,,,,,,,980,,,,,68,,,,,,,,,,,,,,,,,,,,,,,,,980,68,1048,68,980,1048,,,,,,,,,,,,,190,858,0,1048,2015,53,110,153,133,148,148,182,121,POINT (144.977808 -37.823105),"-37.823105, 144.977808"
VIC,Melbourne,4427,-37.811749,144.956451,4,"La Trobe towards Exhibition St [E], William St [S], La Trobe St [W], William St [N]",70,250,160,340,250,70,340,160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,323,869,3,1195,2016,67,91,120,166,168,191,183,209,POINT (144.956451 -37.811749000000006),"-37.811749, 144.956451"
VIC,Melbourne,4983,-37.810411,144.983541,4,"Clarendon St [N], Albert St [E], Clarendon St [S], Albert St [W]",7,187,98,278,187,7,279,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,323,663,5,991,2016,37,80,91,128,172,173,173,137,POINT (144.983541 -37.810411),"-37.810411, 144.983541"
VIC,Melbourne,4439,-37.819073,144.954158,4,"Collins St towards Collins St [E], Spencer St [S], Collins St [W], Spencer St [N]",70,250,160,340,250,70,340,160,,,,,8,57,4,,,18,13,94,,,94,33,6,,,0,54,6,,,,,,,,,,,,,69,112,181,125,95,220,133,76,209,60,104,164,,,,,,,,,387,387,2010,,,,,,,,,POINT (144.954158 -37.819073),"-37.819073, 144.954158"
